Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-06-21,21:57:00,UBR100120,Completed,CUST1083,Uber Green,Singapore,Manchester,3.4,23.7,0,,0,,0,,52.89,18.63,3.9,1.6,Wallet
2025-03-23,08:41:00,UBR100915,Completed,CUST1198,Uber Comfort,Vancouver,Birmingham,11.4,9.0,0,,0,,0,,32.62,9.78,3.9,3.4,Credit Card
2025-01-05,18:46:00,UBR100025,Completed,CUST1195,Uber Green,Madrid,Phoenix,4.3,12.0,0,,0,,0,,58.36,27.23,3.8,1.6,
2025-06-28,15:51:00,UBR100072,Completed,CUST1210,Uber Green,Birmingham,Singapore,11.6,11.3,0,,0,,0,,32.19,11.68,,3.3,Cash
2025-02-25,10:52:00,UBR100192,Completed,CUST1188,UberX,,Chicago,1.1,7.8,0,,0,,0,,50.86,21.84,1.1,1.4,Credit Card
2025-03-27,13:46:00,UBR100044,Incomplete,CUST1026,UberX,New York,Tokyo,15.3,13.3,0,,0,,1,Vehicle breakdown,48.91,13.93,2.7,,Cash
2025-03-01,14:02:00,UBR100277,Completed,CUST1121,Uber Black,Chicago,Sydney,16.8,11.3,0,,0,,0,,12.27,3.52,4.3,4.4,Cash
2025-01-26,14:11:00,UBR100834,Completed,CUST1105,Uber Comfort,Singapore,Los Angeles,,10.0,0,,0,,0,,92.58,32.57,3.9,4.2,Cash
2025-05-15,17:22:00,UBR100694,Completed,CUST1230,UberXL,Dubai,Paris,14.5,5.8,0,,0,,0,,18.66,7.26,4.6,3.7,UPI
2025-03-17,22:36:00,UBR100331,Cancelled by Customer,CUST1131,UberXL,Melbourne,London,2.1,14.8,1,Wrong pickup location,0,,0,,0.0,,,,PayPal
2025-05-20,21:43:00,UBR100833,Completed,CUST1115,Uber Green,Sydney,Toronto,5.9,8.6,0,,0,,0,,92.82,29.05,2.3,2.1,UPI
2025-01-20,07:19:00,UBR100351,Completed,CUST1210,Uber Black,Melbourne,Seoul,11.0,15.0,0,,0,,0,,61.62,20.99,1.9,3.6,Debit Card
2025-02-10,03:00:00,UBR100700,Completed,CUST1156,Uber Black,Paris,Madrid,3.7,20.9,0,,0,,0,,21.55,7.87,1.5,1.9,PayPal
2025-04-17,10:11:00,UBR100394,Completed,CUST1085,UberXL,Phoenix,Paris,3.9,5.6,0,,0,,0,,56.87,30.34,1.3,3.9,Cash
2025-03-05,03:01:00,UBR100816,Completed,CUST1077,Uber Green,Rome,Toronto,16.8,21.5,0,,0,,0,,92.45,29.32,3.6,2.4,Credit Card
2025-03-09,07:34:00,UBR100461,Cancelled by Customer,CUST1137,Uber Black,Seoul,Madrid,8.3,7.3,1,Found another ride,0,,0,,0.0,14.34,,,Credit Card
2025-04-18,13:32:00,UBR100985,Completed,CUST1031,Uber Comfort,Sydney,Tokyo,13.8,15.8,0,,0,,0,,102.03,31.17,4.7,,PayPal
2025-05-24,02:27:00,UBR100413,Completed,CUST1079,UberX,Melbourne,Dubai,4.7,5.5,0,,0,,0,,65.53,26.51,3.4,2.9,Cash
2025-05-02,04:58:00,UBR100668,Incomplete,CUST1006,Uber Green,Tokyo,Phoenix,7.0,12.0,0,,0,,1,Route issue,19.37,9.96,1.1,,Wallet
2025-04-04,22:41:00,UBR100305,Cancelled by Customer,CUST1012,Uber Black,Melbourne,Los Angeles,1.5,7.5,1,Driver taking too long,0,,0,,0.0,25.0,,,
2025-06-12,06:11:00,UBR100990,Completed,CUST1069,Uber Black,Houston,,6.1,19.6,0,,0,,0,,45.67,25.74,2.7,3.2,Credit Card
2025-03-27,00:51:00,UBR100350,Completed,CUST1110,Uber Green,Tokyo,London,14.5,8.1,0,,0,,0,,88.11,27.58,1.9,3.2,Credit Card
2025-01-25,13:21:00,UBR100312,Completed,CUST1066,UberXL,Sydney,Dubai,1.1,4.3,0,,0,,0,,27.84,10.43,4.6,,Credit Card
2025-01-29,03:14:00,UBR100333,Cancelled by Customer,CUST1142,Uber Comfort,Melbourne,Vancouver,12.8,15.2,1,Driver requested cancellation,0,,0,,0.0,30.63,,,Wallet
2025-04-11,05:28:00,UBR100060,Completed,CUST1016,UberX,Rome,Los Angeles,11.1,13.4,0,,0,,0,,63.59,28.57,2.6,2.4,Cash
2025-05-13,06:55:00,UBR100327,Incomplete,CUST1213,Uber Black,Madrid,Rome,17.1,11.8,0,,0,,1,Technical issue,28.78,,4.1,,Debit Card
2025-05-02,09:39:00,UBR100362,Cancelled by Customer,CUST1122,UberXL,Singapore,Rome,5.5,14.1,1,Change of plans,0,,0,,0.0,16.16,,,PayPal
2025-03-02,06:58:00,UBR100092,Cancelled by Customer,CUST1177,UberXL,Chicago,Manchester,12.8,6.4,1,Driver taking too long,0,,0,,0.0,18.72,,,Debit Card
2025-04-23,07:35:00,UBR100628,Completed,CUST1206,Uber Comfort,Toronto,Tokyo,9.6,24.4,0,,0,,0,,61.42,21.6,2.1,4.2,Credit Card
2025-03-15,07:25:00,UBR100493,Completed,CUST1156,UberXL,Singapore,London,16.6,10.4,0,,0,,0,,71.13,21.28,4.8,3.1,Debit Card
2025-06-07,03:23:00,UBR100447,Cancelled by Driver,CUST1195,Uber Green,Manchester,Singapore,4.9,15.0,0,,1,Too far from pickup,0,,0.0,3.08,3.8,,Credit Card
2025-05-23,03:40:00,UBR100433,Cancelled by Driver,CUST1082,Uber Black,Birmingham,Phoenix,4.5,24.0,0,,1,Customer unreachable,0,,0.0,2.3,4.7,,UPI
2025-01-12,06:58:00,UBR100198,Completed,CUST1234,UberX,London,Chicago,2.4,11.8,0,,0,,0,,13.16,6.0,4.6,4.2,Cash
2025-05-17,01:45:00,UBR100630,Cancelled by Customer,CUST1178,UberXL,Berlin,Toronto,7.0,16.5,1,Driver taking too long,0,,0,,0.0,,,,Cash
2025-03-17,08:13:00,UBR100808,Completed,CUST1175,UberXL,Dubai,Manchester,12.9,23.3,0,,0,,0,,55.33,19.18,2.5,4.6,Credit Card
2025-03-04,19:47:00,UBR100334,Cancelled by Customer,CUST1129,UberXL,Berlin,Phoenix,2.0,3.8,1,Found another ride,0,,0,,0.0,19.7,,,Wallet
2025-05-25,13:27:00,UBR100552,Cancelled by Driver,CUST1176,Uber Green,Chicago,Dubai,11.1,11.1,0,,1,Wrong pickup location,0,,0.0,9.72,4.2,,Cash
2025-06-05,11:24:00,UBR100881,Completed,CUST1025,Uber Comfort,Sydney,Manchester,10.1,17.9,0,,0,,0,,37.65,12.09,4.5,2.7,PayPal
2025-06-25,00:38:00,UBR100945,Cancelled by Driver,CUST1238,Uber Green,Sydney,Houston,2.5,15.4,0,,1,Personal emergency,0,,0.0,12.15,1.5,,Debit Card
2025-05-12,07:06:00,UBR100357,Completed,CUST1245,UberXL,New York,Los Angeles,4.7,3.9,0,,0,,0,,42.17,24.04,2.5,1.4,Wallet
2025-06-08,09:16:00,UBR100485,Completed,CUST1136,UberXL,Phoenix,Paris,3.8,9.6,0,,0,,0,,54.87,28.07,1.4,2.1,Debit Card
2025-02-06,10:30:00,UBR100596,Completed,CUST1066,UberXL,Paris,Madrid,12.7,6.5,0,,0,,0,,111.52,33.97,4.2,2.2,Cash
2025-01-22,06:49:00,UBR100110,Completed,CUST1126,Uber Black,Sydney,Manchester,1.7,6.6,0,,0,,0,,61.17,19.89,2.8,,UPI
2025-04-30,04:39:00,UBR100518,Completed,CUST1101,UberXL,Vancouver,London,18.0,3.0,0,,0,,0,,14.61,5.78,3.6,,Credit Card
2025-06-07,08:19:00,UBR100355,Completed,CUST1092,Uber Green,Houston,Sydney,3.0,22.4,0,,0,,0,,92.95,23.44,2.7,2.5,Wallet
2025-02-02,07:23:00,UBR100528,Completed,CUST1112,Uber Green,New York,Melbourne,10.6,9.9,0,,0,,0,,61.52,25.82,,3.7,Debit Card
2025-04-25,06:12:00,UBR100445,Completed,CUST1204,UberX,Seoul,Rome,16.5,3.1,0,,0,,0,,46.63,11.45,4.2,4.8,PayPal
2025-02-17,15:03:00,UBR100987,Completed,,UberXL,Dubai,Madrid,4.3,3.9,0,,0,,0,,14.11,4.93,1.6,2.5,PayPal
2025-03-26,11:00:00,UBR100409,Cancelled by Driver,CUST1145,Uber Green,Paris,Houston,10.4,14.8,0,,1,Too far from pickup,0,,0.0,20.48,1.8,,UPI
2025-06-04,02:17:00,UBR100682,Completed,CUST1207,UberXL,Phoenix,London,8.1,11.9,0,,0,,0,,71.99,22.01,1.1,3.2,Wallet
2025-04-27,14:11:00,UBR100969,Cancelled by Customer,CUST1071,Uber Green,Toronto,Sydney,8.0,8.6,1,Driver taking too long,0,,0,,0.0,20.29,,,Credit Card
2025-03-28,10:37:00,UBR100336,Completed,CUST1074,Uber Green,Seoul,Paris,2.4,3.8,0,,0,,0,,11.65,4.77,5.0,1.1,Cash
2025-06-11,15:31:00,UBR100450,Cancelled by Driver,CUST1145,Uber Comfort,Singapore,Manchester,8.8,11.7,0,,1,Customer unreachable,0,,0.0,30.54,4.5,,PayPal
2025-06-16,15:59:00,UBR100451,Incomplete,CUST1152,Uber Comfort,Birmingham,Seoul,6.5,14.6,0,,0,,1,Emergency,61.33,18.57,3.8,,UPI
2025-02-01,20:01:00,UBR100074,Completed,CUST1134,Uber Green,Berlin,Seoul,7.9,15.1,0,,0,,0,,27.41,15.02,2.0,1.8,Wallet
2025-04-29,17:54:00,UBR100664,Completed,CUST1080,Uber Comfort,London,New York,11.8,5.3,0,,0,,0,,58.02,34.05,3.5,1.4,UPI
2025-05-22,10:07:00,UBR100705,Completed,CUST1025,Uber Black,Seoul,Birmingham,14.3,8.9,0,,0,,0,,,26.91,3.8,1.0,Cash
2025-03-13,16:46:00,UBR100922,Completed,,Uber Green,Birmingham,Berlin,5.4,15.4,0,,0,,0,,77.1,21.36,3.1,1.6,Credit Card
2025-03-16,23:23:00,UBR100999,Completed,CUST1228,UberXL,Sydney,Phoenix,3.2,5.5,0,,0,,0,,56.82,15.22,1.2,3.3,Credit Card
2025-01-31,22:06:00,UBR100137,Completed,CUST1248,UberXL,Seoul,Birmingham,2.6,12.9,0,,0,,0,,19.59,4.2,4.0,2.4,UPI
2025-02-10,02:50:00,UBR100802,Completed,CUST1212,Uber Green,Berlin,Chicago,17.0,20.7,0,,0,,0,,32.89,10.47,1.7,2.6,PayPal
2025-05-17,03:10:00,UBR100876,Completed,CUST1204,Uber Green,Berlin,Los Angeles,9.9,24.4,0,,0,,0,,21.31,6.1,4.6,1.6,Cash
2025-06-07,08:27:00,UBR100286,Incomplete,CUST1047,Uber Green,Toronto,Singapore,4.9,3.3,0,,0,,1,Route issue,48.19,13.38,4.1,,Credit Card
2025-05-15,04:28:00,UBR100788,Completed,CUST1002,UberXL,London,Toronto,5.5,,0,,0,,0,,81.23,23.88,3.1,4.7,Credit Card
2025-02-26,20:55:00,UBR100275,Completed,CUST1145,Uber Black,Paris,Vancouver,5.8,7.6,0,,0,,0,,8.03,1.65,1.2,2.9,Cash
2025-03-14,13:44:00,UBR100585,Completed,CUST1086,Uber Green,Tokyo,Los Angeles,8.3,13.4,0,,0,,0,,63.1,25.57,1.6,1.1,UPI
2025-05-16,01:11:00,UBR100307,Completed,CUST1154,Uber Comfort,Chicago,Rome,7.5,20.6,0,,0,,0,,,9.23,2.6,4.0,Debit Card
2025-02-27,11:34:00,UBR100861,Cancelled by Driver,CUST1080,UberXL,Seoul,Dubai,15.1,5.4,0,,1,Vehicle issue,0,,0.0,28.25,1.4,,Wallet
2025-02-24,17:30:00,UBR100215,Completed,CUST1117,Uber Green,Los Angeles,Birmingham,10.9,21.5,0,,0,,0,,24.52,11.09,3.2,1.9,Wallet
2025-02-21,18:34:00,UBR100780,Cancelled by Customer,CUST1085,UberXL,Seoul,Madrid,17.8,13.2,1,Driver taking too long,0,,0,,0.0,33.23,,,PayPal
2025-06-09,00:16:00,UBR100507,Completed,CUST1018,Uber Black,Singapore,Vancouver,16.4,16.3,0,,0,,0,,60.84,19.93,3.1,3.2,Credit Card
2025-03-15,00:49:00,UBR100814,Completed,CUST1239,Uber Green,Manchester,Houston,,6.6,0,,0,,0,,54.54,28.0,2.3,3.2,Credit Card
2025-06-19,18:44:00,UBR100567,Completed,CUST1028,UberXL,,Dubai,11.0,6.0,0,,0,,0,,37.99,15.73,2.7,3.2,UPI
2025-04-21,19:30:00,UBR100370,Completed,CUST1034,Uber Green,Toronto,Tokyo,12.7,24.2,0,,0,,0,,73.19,27.62,3.9,,Cash
2025-02-27,09:54:00,UBR100478,Cancelled by Customer,CUST1064,Uber Green,Chicago,Dubai,3.4,5.9,1,Found another ride,0,,0,,0.0,6.06,,,Debit Card
2025-01-07,04:42:00,UBR100388,Completed,CUST1000,Uber Black,Birmingham,Houston,4.7,4.9,0,,0,,0,,54.26,22.78,1.8,4.3,Credit Card
2025-01-14,08:40:00,UBR100078,Completed,CUST1039,UberXL,Berlin,Sydney,11.8,8.7,0,,0,,0,,23.25,7.36,1.6,4.3,UPI
2025-01-10,18:43:00,UBR100029,Completed,CUST1033,Uber Comfort,Melbourne,,7.4,16.8,0,,0,,0,,54.64,16.91,3.0,4.4,Wallet
2025-03-17,17:54:00,UBR100601,Completed,CUST1018,Uber Green,,Sydney,13.7,5.1,0,,0,,0,,28.46,9.37,2.9,5.0,Credit Card
2025-04-09,21:42:00,UBR100448,Completed,CUST1208,UberX,Berlin,Seoul,6.9,12.5,0,,0,,0,,49.01,13.74,4.1,2.9,Wallet
2025-01-17,16:23:00,UBR100395,Incomplete,CUST1068,UberXL,Tokyo,Dubai,11.6,10.6,0,,0,,1,Technical issue,61.5,16.73,1.8,,Debit Card
2025-01-17,21:28:00,UBR100677,Completed,CUST1113,Uber Comfort,Los Angeles,Melbourne,16.2,12.9,0,,0,,0,,124.5,32.67,,2.7,PayPal
2025-03-21,20:19:00,UBR100670,Completed,CUST1086,UberX,Rome,Madrid,13.0,19.2,0,,0,,0,,14.96,5.15,2.2,2.4,Cash
2025-05-27,13:34:00,UBR100631,Completed,CUST1149,Uber Black,Singapore,Paris,8.8,13.8,0,,0,,0,,20.9,9.97,1.1,1.8,Credit Card
2025-05-23,01:17:00,UBR100165,Completed,CUST1123,Uber Black,Toronto,New York,13.6,23.9,0,,0,,0,,79.07,22.7,1.8,3.3,Credit Card
2025-04-15,02:26:00,UBR100591,Completed,CUST1022,UberX,Vancouver,New York,,5.6,0,,0,,0,,59.65,16.33,4.2,2.0,Cash
2025-02-15,17:19:00,UBR100178,Completed,CUST1128,Uber Green,London,Sydney,17.7,17.7,0,,0,,0,,107.9,31.03,3.5,1.7,PayPal
2025-05-19,20:52:00,UBR100514,Completed,CUST1017,UberXL,Tokyo,Madrid,1.5,11.9,0,,0,,0,,114.05,34.36,5.0,1.7,UPI
2025-05-03,14:24:00,UBR100065,Completed,CUST1117,Uber Green,Phoenix,New York,2.9,21.6,0,,0,,0,,70.57,20.46,1.5,2.6,Wallet
2025-05-14,18:10:00,UBR100141,Cancelled by Customer,CUST1079,Uber Comfort,Berlin,London,14.9,10.1,1,Wrong pickup location,0,,0,,0.0,23.99,,,Debit Card
2025-03-20,04:19:00,UBR100483,Completed,CUST1081,UberXL,Singapore,Vancouver,3.5,21.1,0,,0,,0,,43.41,11.87,1.9,3.6,Debit Card
2025-03-22,14:29:00,UBR100803,Completed,CUST1236,UberXL,Birmingham,Vancouver,2.1,4.2,0,,0,,0,,21.66,5.52,1.7,4.6,UPI
2025-02-22,17:41:00,UBR100873,Completed,CUST1220,Uber Comfort,London,Chicago,13.7,21.6,0,,0,,0,,60.01,17.42,2.5,2.2,Debit Card
2025-06-06,03:21:00,UBR100254,Incomplete,CUST1016,UberXL,Seoul,Singapore,17.5,5.5,0,,0,,1,Vehicle breakdown,60.84,34.34,2.6,,Wallet
2025-02-23,15:48:00,UBR100940,Cancelled by Customer,CUST1139,Uber Comfort,Phoenix,Manchester,1.7,9.1,1,Driver taking too long,0,,0,,0.0,5.25,,,Wallet
2025-02-22,07:50:00,UBR100306,Completed,CUST1127,Uber Comfort,Birmingham,Seoul,5.7,21.8,0,,0,,0,,89.47,31.98,4.7,,UPI
2025-02-10,22:58:00,UBR100221,Completed,,UberXL,Phoenix,Madrid,11.8,20.0,0,,0,,0,,47.06,18.05,1.0,4.4,Wallet
2025-03-25,12:33:00,UBR100235,Completed,CUST1085,Uber Green,Houston,Melbourne,9.5,3.3,0,,0,,0,,59.03,16.69,,2.4,UPI
2025-04-06,08:24:00,UBR100342,Completed,CUST1225,Uber Comfort,Los Angeles,Toronto,9.2,20.1,0,,0,,0,,29.93,16.93,3.7,3.9,PayPal
2025-05-31,06:29:00,UBR100308,Completed,CUST1085,UberXL,Dubai,New York,6.4,19.5,0,,0,,0,,71.51,24.1,2.7,1.4,Cash
2025-02-26,04:03:00,UBR100605,Completed,CUST1070,Uber Black,Birmingham,London,10.3,,0,,0,,0,,65.26,21.87,,,Credit Card
2025-01-17,18:21:00,UBR100950,Incomplete,CUST1205,Uber Black,,Berlin,5.5,18.2,0,,0,,1,Trip interrupted,45.76,22.68,4.7,,Cash
2025-05-08,06:08:00,UBR100249,Completed,CUST1082,Uber Black,New York,Singapore,15.3,3.3,0,,0,,0,,26.2,6.71,3.8,4.9,Wallet
2025-06-04,02:52:00,UBR100633,Cancelled by Driver,CUST1003,UberXL,Singapore,Houston,15.0,3.6,0,,1,Vehicle issue,0,,0.0,22.51,3.5,,Cash
2025-02-24,23:55:00,UBR100896,Incomplete,CUST1109,UberX,Berlin,Los Angeles,3.3,3.5,0,,0,,1,Emergency,110.42,28.56,1.2,,Cash
2025-05-30,11:05:00,UBR100071,Completed,CUST1155,UberXL,Manchester,London,12.3,6.9,0,,0,,0,,42.65,11.73,4.8,1.6,PayPal
2025-05-19,15:54:00,UBR100094,Completed,CUST1225,Uber Comfort,Los Angeles,Toronto,7.3,8.7,0,,0,,0,,48.88,12.32,3.9,3.0,PayPal
2025-06-01,11:02:00,UBR100033,Completed,CUST1189,Uber Green,Dubai,Chicago,5.1,18.0,0,,0,,0,,49.24,13.77,4.0,2.0,PayPal
2025-06-09,04:21:00,UBR100259,Incomplete,CUST1175,UberX,Houston,Seoul,9.5,19.3,0,,0,,1,Technical issue,79.12,25.73,2.3,,UPI
2025-06-14,05:04:00,UBR100204,Completed,CUST1140,UberXL,Sydney,Singapore,3.9,8.4,0,,0,,0,,38.89,12.71,4.4,2.4,Credit Card
2025-04-27,04:30:00,UBR100361,Cancelled by Driver,CUST1001,Uber Comfort,Manchester,Berlin,1.4,5.6,0,,1,Wrong pickup location,0,,0.0,28.73,1.5,,Debit Card
2025-03-18,12:48:00,UBR100643,Completed,CUST1214,Uber Black,Singapore,Houston,3.9,15.8,0,,0,,0,,102.66,26.53,3.2,4.0,PayPal
2025-04-16,06:55:00,UBR100917,Cancelled by Customer,CUST1044,UberXL,Birmingham,Paris,,10.1,1,Driver requested cancellation,0,,0,,0.0,,,,Credit Card
2025-06-15,21:19:00,UBR100077,Completed,CUST1221,UberX,Los Angeles,Houston,8.4,,0,,0,,0,,34.12,10.26,,4.1,Cash
2025-01-08,11:00:00,UBR100084,Completed,CUST1080,Uber Green,Berlin,Singapore,12.8,21.7,0,,0,,0,,72.47,19.52,2.0,3.0,Debit Card
2025-05-26,23:31:00,UBR100321,Completed,CUST1016,UberX,Los Angeles,Melbourne,13.2,4.5,0,,0,,0,,32.02,14.98,,1.5,Debit Card
2025-03-22,15:57:00,UBR100082,Completed,CUST1108,Uber Black,Phoenix,New York,6.7,20.0,0,,0,,0,,40.42,19.45,1.4,1.3,Cash
2025-03-20,05:15:00,UBR100962,Completed,CUST1204,UberXL,Melbourne,Madrid,4.1,16.4,0,,0,,0,,36.2,8.48,3.9,2.3,UPI
2025-01-22,07:46:00,UBR100920,Completed,CUST1208,Uber Comfort,Singapore,London,13.6,,0,,0,,0,,22.66,7.78,4.8,3.9,UPI
2025-05-23,13:47:00,UBR100497,Completed,CUST1094,UberXL,Houston,Rome,16.7,11.1,0,,0,,0,,21.16,8.37,1.4,3.8,Debit Card
2025-01-19,05:23:00,UBR100547,Cancelled by Driver,CUST1185,UberX,Manchester,Birmingham,10.5,10.4,0,,1,Personal emergency,0,,0.0,31.22,3.1,,Cash
2025-04-09,00:37:00,UBR100953,Completed,CUST1160,UberX,Berlin,Tokyo,6.9,23.3,0,,0,,0,,28.88,7.7,4.7,2.0,Credit Card
2025-01-14,04:46:00,UBR100867,Completed,CUST1065,Uber Comfort,Houston,Singapore,4.4,9.3,0,,0,,0,,68.31,17.7,4.1,2.9,Cash
2025-01-08,03:34:00,UBR100708,Completed,CUST1172,UberX,Paris,Melbourne,10.1,17.1,0,,0,,0,,56.22,14.11,4.8,1.4,Debit Card
2025-05-04,08:12:00,UBR100005,Cancelled by Customer,CUST1040,Uber Green,Birmingham,Dubai,14.6,4.6,1,Driver requested cancellation,0,,0,,0.0,21.03,,,Cash
2025-04-19,10:40:00,UBR100449,Completed,CUST1009,Uber Black,Chicago,Seoul,1.2,17.3,0,,0,,0,,52.38,25.05,3.0,2.8,PayPal
2025-05-25,22:12:00,UBR100104,Cancelled by Driver,CUST1007,Uber Black,Rome,Tokyo,15.4,19.7,0,,1,Personal emergency,0,,0.0,33.92,3.5,,UPI
2025-01-23,07:05:00,UBR100097,Cancelled by Driver,CUST1137,Uber Black,London,Birmingham,4.9,23.0,0,,1,Too far from pickup,0,,0.0,30.67,1.0,,Credit Card
2025-02-26,01:45:00,UBR100298,Completed,CUST1180,UberXL,Chicago,Toronto,,19.0,0,,0,,0,,33.88,17.69,3.3,3.7,Cash
2025-02-11,13:06:00,UBR100411,Incomplete,,Uber Comfort,Seoul,Vancouver,14.0,20.9,0,,0,,1,Trip interrupted,60.64,29.23,2.4,,Debit Card
2025-06-04,13:59:00,UBR100398,Incomplete,CUST1064,UberX,,Rome,3.3,14.8,0,,0,,1,Route issue,10.51,1.82,1.7,,PayPal
2025-06-07,11:09:00,UBR100913,Completed,CUST1178,Uber Comfort,Tokyo,Seoul,3.6,4.5,0,,0,,0,,33.03,9.12,1.9,1.5,Cash
2025-04-25,14:17:00,UBR100281,Completed,CUST1022,UberXL,Madrid,Melbourne,17.3,12.5,0,,0,,0,,41.88,20.96,3.2,3.1,Debit Card
2025-03-10,19:12:00,UBR100251,Cancelled by Driver,CUST1195,Uber Comfort,Berlin,Tokyo,5.2,14.3,0,,1,Too far from pickup,0,,0.0,29.14,3.1,,Wallet
2025-01-15,02:02:00,UBR100468,Completed,CUST1143,UberX,Toronto,London,1.2,6.1,0,,0,,0,,11.16,3.13,3.9,4.9,Debit Card
2025-06-29,09:03:00,UBR100424,Completed,CUST1233,UberXL,Seoul,Rome,8.9,20.4,0,,0,,0,,24.73,7.79,2.6,2.7,Wallet
2025-01-19,06:54:00,UBR100696,Completed,CUST1114,Uber Black,Paris,Melbourne,11.5,24.7,0,,0,,0,,72.45,21.01,3.6,4.4,Debit Card
2025-03-25,07:14:00,UBR100425,Incomplete,CUST1113,Uber Green,Manchester,Paris,10.7,10.3,0,,0,,1,Trip interrupted,28.87,10.07,2.3,,Wallet
2025-01-02,20:17:00,UBR100965,Completed,CUST1165,Uber Black,Vancouver,New York,7.7,6.8,0,,0,,0,,57.27,18.19,2.5,4.2,Wallet
2025-05-13,12:09:00,UBR100551,Completed,CUST1076,Uber Black,Berlin,Tokyo,7.1,6.9,0,,0,,0,,43.99,12.68,3.8,3.5,Cash
2025-05-14,10:19:00,UBR100118,Cancelled by Driver,CUST1188,Uber Comfort,Phoenix,Singapore,5.6,4.3,0,,1,Wrong pickup location,0,,0.0,16.29,3.1,,UPI
2025-06-15,00:40:00,UBR100408,Completed,,UberX,New York,Rome,2.5,23.0,0,,0,,0,,48.79,21.81,1.0,,PayPal
2025-01-27,22:39:00,UBR100250,Completed,CUST1133,Uber Green,Houston,Seoul,17.3,18.7,0,,0,,0,,56.84,19.26,,,Debit Card
2025-01-02,08:44:00,UBR100380,Completed,CUST1003,UberXL,Seoul,Phoenix,13.5,7.6,0,,0,,0,,65.35,,1.5,3.6,PayPal
2025-06-30,07:13:00,UBR100479,Completed,CUST1207,UberX,Toronto,Phoenix,7.2,8.0,0,,0,,0,,28.79,6.84,1.9,1.2,Wallet
2025-03-27,09:37:00,UBR100009,Completed,CUST1169,Uber Green,Sydney,Madrid,6.0,5.3,0,,0,,0,,99.16,33.07,2.8,1.9,UPI
2025-05-12,09:01:00,UBR100359,Completed,CUST1157,Uber Black,Phoenix,Singapore,14.5,23.1,0,,0,,0,,34.94,11.99,2.4,2.2,Wallet
2025-05-27,06:51:00,UBR100196,Completed,CUST1167,Uber Comfort,Los Angeles,Phoenix,16.3,11.9,0,,0,,0,,43.04,16.62,2.3,4.0,Credit Card
2025-06-06,17:07:00,UBR100777,Cancelled by Driver,CUST1043,UberXL,Houston,Manchester,11.7,20.5,0,,1,Vehicle issue,0,,0.0,32.8,4.9,,Credit Card
2025-05-29,21:59:00,UBR100081,Completed,CUST1010,Uber Comfort,Madrid,New York,13.2,9.5,0,,0,,0,,48.57,21.59,3.3,2.9,PayPal
2025-04-28,13:35:00,UBR100790,Completed,CUST1111,UberXL,Dubai,Melbourne,13.1,,0,,0,,0,,56.18,25.72,4.9,1.1,UPI
2025-04-07,05:06:00,UBR100662,Completed,CUST1082,Uber Green,London,Berlin,9.1,4.0,0,,0,,0,,41.16,15.24,2.2,2.2,UPI
2025-01-28,01:09:00,UBR100653,Completed,CUST1197,UberX,New York,Phoenix,5.0,8.8,0,,0,,0,,68.49,32.77,,1.5,
2025-05-25,21:41:00,UBR100239,Cancelled by Driver,CUST1097,Uber Green,Seoul,Berlin,4.8,12.5,0,,1,Vehicle issue,0,,0.0,2.52,3.9,,Debit Card
2025-03-26,10:20:00,UBR100752,Completed,CUST1016,,Tokyo,Houston,,4.0,0,,0,,0,,34.09,11.21,1.2,2.0,Cash
2025-06-18,11:35:00,UBR100211,Completed,CUST1029,UberX,Madrid,Chicago,14.5,24.8,0,,0,,0,,16.56,5.74,1.8,5.0,PayPal
2025-06-03,12:37:00,UBR100755,Cancelled by Customer,CUST1018,UberX,Los Angeles,Phoenix,1.4,14.5,1,Driver requested cancellation,0,,0,,0.0,2.6,,,Credit Card
2025-03-23,03:16:00,UBR100420,Completed,CUST1018,UberXL,Berlin,Vancouver,3.1,18.9,0,,0,,0,,94.08,25.26,1.7,2.3,Debit Card
2025-01-21,18:01:00,UBR100501,Completed,CUST1132,Uber Comfort,Los Angeles,Paris,10.2,13.1,0,,0,,0,,103.17,32.71,3.0,1.3,Credit Card
2025-02-14,20:37:00,UBR100227,Incomplete,CUST1058,Uber Comfort,Houston,Vancouver,16.3,18.6,0,,0,,1,Route issue,11.13,2.0,4.7,,Credit Card
2025-01-30,13:13:00,UBR100901,Completed,CUST1180,Uber Green,Berlin,Madrid,13.8,10.5,0,,0,,0,,47.06,23.22,3.8,1.2,Wallet
2025-01-23,21:33:00,UBR100533,Completed,CUST1090,UberX,Sydney,Birmingham,1.7,19.3,0,,0,,0,,92.58,29.26,4.3,4.9,Debit Card
2025-04-15,03:18:00,UBR100836,Completed,CUST1147,UberXL,Singapore,,9.3,21.3,0,,0,,0,,110.83,29.31,4.8,3.5,UPI
2025-05-09,16:54:00,UBR100177,Cancelled by Driver,CUST1007,Uber Green,Toronto,Chicago,13.5,21.0,0,,1,Personal emergency,0,,0.0,34.44,,,PayPal
2025-03-18,12:45:00,UBR100984,Completed,CUST1190,Uber Black,Singapore,Seoul,14.1,16.0,0,,0,,0,,70.41,22.27,2.2,5.0,Cash
